Дата,Индекс МосБиржи нефти и газа
2/14/2014,3530.11
2/13/2014,3492.11
2/12/2014,3525.97
2/11/2014,3491.52
2/10/2014,3471.37
2/7/2014,3457.61
2/6/2014,3424.60
2/5/2014,3395.17
2/4/2014,3369.38
2/3/2014,3369.71
1/31/2014,3422.94
1/30/2014,3457.20
1/29/2014,3437.41
1/28/2014,3446.77
1/27/2014,3490.20
1/24/2014,3496.45
1/23/2014,3506.95
1/22/2014,3496.11
1/21/2014,3500.02
1/20/2014,3471.80
1/17/2014,3447.27
1/16/2014,3425.17
1/15/2014,3451.44
1/14/2014,3425.47
1/13/2014,3434.46
1/10/2014,3413.57
1/9/2014,3397.30
1/8/2014,3382.57
1/6/2014,3402.53
12/31/2013,3491.14
12/30/2013,3491.14
12/27/2013,3468.01
12/26/2013,3490.49
12/25/2013,3487.78
12/24/2013,3493.15
12/23/2013,3498.06
12/20/2013,3470.02
12/19/2013,3478.32
12/18/2013,3458.42
12/17/2013,3437.81
12/16/2013,3415.72
12/13/2013,3373.27
12/12/2013,3368.27
12/11/2013,3397.20
12/10/2013,3407.39
12/9/2013,3406.03
12/6/2013,3354.10
12/5/2013,3319.51
12/4/2013,3352.16
12/3/2013,3354.76
12/2/2013,3409.40
11/29/2013,3425.91
11/28/2013,3432.72
11/27/2013,3422.58
11/26/2013,3452.81
11/25/2013,3491.72
11/22/2013,3508.01
11/21/2013,3480.84
11/20/2013,3502.19
11/19/2013,3505.11
11/18/2013,3504.84
11/15/2013,3479.86
11/14/2013,3492.35
11/13/2013,3443.30
11/12/2013,3502.11
11/11/2013,3461.16
11/8/2013,3479.81
11/7/2013,3528.91
11/6/2013,3517.72
11/5/2013,3528.31
11/1/2013,3547.89
10/31/2013,3555.37
10/30/2013,3553.26
10/29/2013,3560.30
10/28/2013,3547.81
10/25/2013,3537.50
10/24/2013,3527.39
10/23/2013,3547.70
10/22/2013,3602.87
10/21/2013,3620.70
10/18/2013,3623.62
10/17/2013,3567.65
10/16/2013,3619.44
10/15/2013,3626.98
10/14/2013,3582.83
10/11/2013,3592.33
10/10/2013,3599.85
10/9/2013,3544.59
10/8/2013,3550.16
10/7/2013,3483.97
10/4/2013,3468.13
10/3/2013,3435.94
10/2/2013,3426.59
10/1/2013,3480.16
9/30/2013,3480.07
9/27/2013,3492.30
9/26/2013,3488.97
9/25/2013,3476.54
9/24/2013,3441.56
9/23/2013,3445.60
9/20/2013,3462.32
9/19/2013,3486.51
9/18/2013,3445.27
9/17/2013,3476.26
9/16/2013,3461.53
9/13/2013,3414.89
9/12/2013,3433.83
9/11/2013,3444.39
9/10/2013,3433.64
9/9/2013,3459.67
9/6/2013,3422.21
9/5/2013,3409.13
9/4/2013,3283.23
9/3/2013,3268.29
9/2/2013,3249.11
8/30/2013,3248.69
8/29/2013,3243.37
8/28/2013,3231.80
8/27/2013,3222.99
8/26/2013,3237.97
8/23/2013,3240.88
8/22/2013,3250.83
8/21/2013,3205.91
8/20/2013,3190.55
8/19/2013,3181.13
8/16/2013,3186.92
8/15/2013,3210.54
8/14/2013,3271.64
8/13/2013,3227.99
8/12/2013,3183.98
8/9/2013,3170.46
8/8/2013,3131.53
8/7/2013,3134.03
8/6/2013,3140.74
8/5/2013,3216.39
8/2/2013,3214.48
8/1/2013,3232.74
7/31/2013,3190.08
7/30/2013,3216.77
7/29/2013,3229.32
7/26/2013,3227.37
7/25/2013,3226.24
7/24/2013,3227.95
7/23/2013,3251.65
7/22/2013,3248.15
7/19/2013,3262.05
7/18/2013,3272.85
7/17/2013,3312.37
7/16/2013,3264.71
7/15/2013,3246.93
7/12/2013,3227.06
7/11/2013,3151.48
7/10/2013,3075.25
7/9/2013,3091.78
7/8/2013,3091.12
7/5/2013,3071.19
7/4/2013,3077.99
7/3/2013,3059.93
7/2/2013,3069.48
7/1/2013,3034.96
6/28/2013,3022.03
6/27/2013,2972.89
6/26/2013,2996.87
6/25/2013,2972.83
6/24/2013,2959.08
6/21/2013,2952.89
6/20/2013,2936.11
6/19/2013,2960.53
6/18/2013,2979.44
6/17/2013,2959.48
6/14/2013,2881.91
6/13/2013,2841.58
6/11/2013,2877.17
6/10/2013,2954.62
6/7/2013,2956.53
6/6/2013,2877.25
6/5/2013,2895.10
6/4/2013,2926.39
6/3/2013,2916.11
5/31/2013,2944.58
5/30/2013,2982.87
5/29/2013,2977.30
5/28/2013,3050.25
5/27/2013,3011.09
