Дата,USD/RUB (Банк России)
11/19/2014,46.98
11/18/2014,47.33
11/17/2014,47.39
11/15/2014,47.39
11/14/2014,46.12
11/13/2014,46.34
11/12/2014,45.95
11/11/2014,45.89
11/10/2014,47.88
11/8/2014,47.88
11/7/2014,45.19
11/6/2014,44.40
11/3/2014,41.96
11/1/2014,41.96
10/31/2014,43.39
10/30/2014,42.65
10/29/2014,42.39
10/28/2014,41.95
10/27/2014,41.81
10/25/2014,41.81
10/24/2014,41.50
10/23/2014,40.97
10/22/2014,41.05
10/21/2014,40.88
10/20/2014,41.05
10/18/2014,41.05
10/17/2014,40.75
10/16/2014,40.94
10/15/2014,40.53
10/14/2014,40.33
10/13/2014,40.21
10/11/2014,40.21
10/10/2014,39.98
10/9/2014,39.98
10/8/2014,39.74
10/7/2014,39.98
10/6/2014,39.70
10/4/2014,39.70
10/3/2014,39.55
10/2/2014,39.66
10/1/2014,39.38
9/30/2014,39.39
9/29/2014,38.72
9/27/2014,38.72
9/26/2014,38.30
9/25/2014,38.38
9/24/2014,38.67
9/23/2014,38.58
9/22/2014,38.41
9/20/2014,38.41
9/19/2014,38.42
9/18/2014,38.37
9/17/2014,38.71
9/16/2014,37.99
9/15/2014,37.65
9/13/2014,37.65
9/12/2014,37.38
9/11/2014,37.17
9/10/2014,37.03
9/9/2014,37.09
9/8/2014,36.92
9/6/2014,36.92
9/5/2014,36.80
9/4/2014,37.32
9/3/2014,37.35
9/2/2014,37.29
9/1/2014,36.93
8/30/2014,36.93
8/29/2014,36.31
8/28/2014,36.14
8/27/2014,36.14
8/26/2014,36.12
8/25/2014,36.00
8/23/2014,36.00
8/22/2014,36.33
8/21/2014,36.22
8/20/2014,36.11
8/19/2014,36.03
8/18/2014,36.00
8/16/2014,36.00
8/15/2014,36.04
8/14/2014,36.22
8/13/2014,36.09
8/12/2014,36.05
8/11/2014,36.45
8/9/2014,36.45
8/8/2014,36.25
8/7/2014,36.11
8/6/2014,35.80
8/5/2014,35.66
8/4/2014,35.73
8/2/2014,35.73
8/1/2014,35.44
7/31/2014,35.73
7/30/2014,35.63
7/29/2014,35.35
7/28/2014,35.05
7/26/2014,35.05
7/25/2014,35.08
7/24/2014,34.81
7/23/2014,35.04
7/22/2014,35.09
7/21/2014,35.16
7/19/2014,35.16
7/18/2014,34.80
7/17/2014,34.39
7/16/2014,34.37
7/15/2014,34.31
7/14/2014,34.06
7/12/2014,34.06
7/11/2014,33.84
7/10/2014,34.08
7/9/2014,34.43
7/8/2014,34.57
7/7/2014,34.32
7/5/2014,34.32
7/4/2014,34.19
7/3/2014,34.25
7/2/2014,34.23
7/1/2014,33.84
6/30/2014,33.63
6/28/2014,33.63
6/27/2014,33.75
6/26/2014,33.91
6/25/2014,33.98
6/24/2014,34.28
6/23/2014,34.42
6/21/2014,34.42
6/20/2014,34.30
6/19/2014,34.82
6/18/2014,34.81
6/17/2014,34.57
6/12/2014,34.32
6/11/2014,34.37
6/10/2014,34.33
6/9/2014,34.66
6/7/2014,34.66
6/6/2014,34.90
6/5/2014,35.14
6/4/2014,35.01
6/3/2014,34.89
6/2/2014,34.74
5/31/2014,34.74
5/30/2014,34.65
5/29/2014,34.49
5/28/2014,34.26
5/27/2014,34.08
5/26/2014,34.31
5/24/2014,34.31
5/23/2014,34.28
5/22/2014,34.51
5/21/2014,34.60
5/20/2014,34.74
5/19/2014,34.78
5/17/2014,34.78
5/16/2014,34.70
5/15/2014,34.71
5/14/2014,34.88
5/13/2014,35.21
5/9/2014,35.03
5/8/2014,35.50
5/7/2014,35.66
5/6/2014,35.84
5/1/2014,35.72
4/30/2014,35.70
4/29/2014,36.02
4/28/2014,35.93
4/26/2014,35.93
4/25/2014,35.68
4/24/2014,35.66
4/23/2014,35.68
4/22/2014,35.67
4/21/2014,35.54
4/19/2014,35.54
4/18/2014,35.93
4/17/2014,36.08
4/16/2014,35.96
4/15/2014,35.99
4/14/2014,35.62
4/12/2014,35.62
4/11/2014,35.56
4/10/2014,35.75
4/9/2014,35.55
4/8/2014,35.47
4/7/2014,35.50
4/5/2014,35.50
4/4/2014,35.52
4/3/2014,35.25
4/2/2014,35.02
4/1/2014,35.61
3/31/2014,35.69
3/29/2014,35.69
3/28/2014,35.58
3/27/2014,35.45
3/26/2014,35.93
3/25/2014,36.17
3/24/2014,36.40
3/22/2014,36.40
3/21/2014,36.11
3/20/2014,36.21
3/19/2014,36.45
3/18/2014,36.65
3/17/2014,36.64
3/15/2014,36.64
3/14/2014,36.46
3/13/2014,36.49
3/12/2014,36.40
3/10/2014,36.26
3/8/2014,36.26
3/7/2014,36.13
3/6/2014,36.08
3/5/2014,36.32
3/4/2014,36.38
3/3/2014,36.18
3/1/2014,36.18
2/28/2014,36.05
2/27/2014,35.79
2/26/2014,35.57
2/25/2014,35.51
2/24/2014,35.68
2/22/2014,35.68
2/21/2014,35.77
2/20/2014,35.59
2/19/2014,35.24
2/18/2014,35.10
2/17/2014,35.26
2/15/2014,35.26
2/14/2014,34.86
2/13/2014,34.76
2/12/2014,34.80
2/11/2014,34.76
2/10/2014,34.60
2/8/2014,34.60
2/7/2014,34.73
2/6/2014,34.96
2/5/2014,35.45
2/4/2014,35.23
2/3/2014,35.18
2/1/2014,35.18
1/31/2014,35.24
1/30/2014,34.56
1/29/2014,34.63
1/28/2014,34.71
1/27/2014,34.26
1/25/2014,34.26
1/24/2014,34.03
1/23/2014,33.87
1/22/2014,33.82
1/21/2014,33.64
1/20/2014,33.43
1/18/2014,33.43
1/17/2014,33.40
1/16/2014,33.36
1/15/2014,33.24
1/14/2014,33.12
1/13/2014,33.21
1/11/2014,33.21
1/10/2014,33.15
1/1/2014,32.66
12/31/2013,32.73
12/30/2013,32.63
12/28/2013,32.63
12/27/2013,32.67
12/26/2013,32.65
12/25/2013,32.63
12/24/2013,32.95
12/23/2013,32.98
12/21/2013,32.98
12/20/2013,32.95
12/19/2013,32.94
12/18/2013,32.86
12/17/2013,32.87
12/16/2013,32.87
12/14/2013,32.87
12/13/2013,32.75
12/12/2013,32.73
12/11/2013,32.78
12/10/2013,32.78
12/9/2013,32.95
12/7/2013,32.95
12/6/2013,33.11
12/5/2013,33.26
12/4/2013,33.25
12/3/2013,33.15
12/2/2013,33.19
11/30/2013,33.19
11/29/2013,33.13
11/28/2013,33.00
11/27/2013,32.99
11/26/2013,32.77
11/25/2013,32.91
11/23/2013,32.91
11/22/2013,33.02
11/21/2013,32.74
11/20/2013,32.61
11/19/2013,32.57
11/18/2013,32.68
11/16/2013,32.68
11/15/2013,32.69
11/14/2013,32.82
11/13/2013,32.81
11/12/2013,32.66
11/11/2013,32.55
11/9/2013,32.55
11/8/2013,32.38
11/7/2013,32.45
11/6/2013,32.35
11/4/2013,32.18
11/2/2013,32.18
11/1/2013,32.08
10/31/2013,32.06
10/30/2013,31.94
10/29/2013,31.81
10/28/2013,31.68
10/26/2013,31.68
10/25/2013,31.66
10/24/2013,31.74
10/23/2013,31.93
10/22/2013,31.90
10/21/2013,31.85
10/19/2013,31.85
10/18/2013,32.08
10/17/2013,32.26
10/16/2013,32.27
10/15/2013,32.27
10/14/2013,32.21
10/12/2013,32.21
10/11/2013,32.36
10/10/2013,32.36
10/9/2013,32.30
10/8/2013,32.29
10/7/2013,32.10
10/5/2013,32.10
10/4/2013,32.13
10/3/2013,32.30
10/2/2013,32.30
10/1/2013,32.48
9/30/2013,32.35
9/28/2013,32.35
9/27/2013,32.17
9/26/2013,31.93
9/25/2013,31.82
9/24/2013,31.91
9/23/2013,31.73
9/21/2013,31.73
9/20/2013,31.59
9/19/2013,32.25
9/18/2013,32.32
9/17/2013,32.29
9/16/2013,32.74
9/14/2013,32.74
9/13/2013,32.67
9/12/2013,32.96
9/11/2013,33.06
9/10/2013,33.32
9/9/2013,33.43
9/7/2013,33.43
9/6/2013,33.39
9/5/2013,33.47
9/4/2013,33.37
9/3/2013,33.25
9/2/2013,33.25
8/31/2013,33.25
8/30/2013,33.18
8/29/2013,33.18
8/28/2013,33.12
8/27/2013,32.96
8/26/2013,33.06
8/24/2013,33.06
8/23/2013,33.19
8/22/2013,32.97
8/21/2013,33.00
8/20/2013,32.92
8/19/2013,32.94
8/17/2013,32.94
8/16/2013,33.00
8/15/2013,33.16
8/14/2013,33.04
8/13/2013,32.89
8/12/2013,32.86
8/10/2013,32.86
8/9/2013,32.94
8/8/2013,32.98
8/7/2013,32.94
8/6/2013,32.88
8/5/2013,33.10
8/3/2013,33.10
8/2/2013,32.97
8/1/2013,33.03
7/31/2013,32.89
7/30/2013,32.86
7/29/2013,32.64
7/27/2013,32.64
7/26/2013,32.54
7/25/2013,32.35
7/24/2013,32.31
7/23/2013,32.32
7/22/2013,32.43
7/20/2013,32.43
7/19/2013,32.40
7/18/2013,32.45
7/17/2013,32.54
7/16/2013,32.62
7/15/2013,32.64
7/13/2013,32.64
7/12/2013,32.59
7/11/2013,32.91
7/10/2013,33.08
7/9/2013,33.32
7/8/2013,33.22
7/6/2013,33.22
7/5/2013,33.16
7/4/2013,33.22
7/3/2013,32.95
7/2/2013,32.85
7/1/2013,32.71
6/29/2013,32.71
6/28/2013,32.88
6/27/2013,32.89
6/26/2013,32.71
6/25/2013,32.91
6/24/2013,32.74
6/22/2013,32.74
6/21/2013,32.70
6/20/2013,32.12
6/19/2013,31.88
6/18/2013,31.68
6/17/2013,31.80
6/15/2013,31.80
6/14/2013,32.35
6/12/2013,32.40
6/11/2013,32.32
6/10/2013,32.24
6/8/2013,32.24
6/7/2013,32.14
6/6/2013,31.98
6/5/2013,31.83
6/4/2013,32.05
6/3/2013,31.80
6/1/2013,31.80
5/31/2013,31.59
5/30/2013,31.52
5/29/2013,31.38
5/28/2013,31.30
5/27/2013,31.32
